Position,Coverage +,SPC +,T +,T + (close),pvalue +,padj +,Coverage -,SPC -,T -,T - (close),pvalue -,padj -
33900,226,0,0.0099,0.0099,1.00e+00,1.00e+00,106,2,0.009,0.009,3.60e-02,1.00e+00
33901,226,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
33902,226,0,0.0099,0.0099,1.00e+00,1.00e+00,106,1,0.0045,0.0045,1.18e-01,1.00e+00
33903,225,0,0.0099,0.0099,1.00e+00,1.00e+00,117,0,0.01,0.01,1.00e+00,1.00e+00
33904,225,0,0.0099,0.0099,1.00e+00,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33905,225,0,0.0099,0.0099,1.00e+00,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33906,224,0,0.0099,0.0099,1.00e+00,1.00e+00,118,1,0.0045,0.0045,1.18e-01,1.00e+00
33907,224,0,0.0099,0.0099,1.00e+00,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33908,224,0,0.0099,0.0099,1.00e+00,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33909,232,8,0.034,0.034,2.68e-04,1.00e+00,119,0,0.01,0.01,1.00e+00,1.00e+00
33910,232,0,0.0099,0.0099,1.00e+00,1.00e+00,119,0,0.01,0.01,1.00e+00,1.00e+00
33911,235,3,0.013,0.013,1.46e-02,1.00e+00,119,0,0.01,0.01,1.00e+00,1.00e+00
33912,237,2,0.0084,0.0084,3.81e-02,1.00e+00,119,0,0.01,0.01,1.00e+00,1.00e+00
33913,236,0,0.0099,0.0099,1.00e+00,1.00e+00,119,2,0.0084,0.0084,3.60e-02,1.00e+00
33914,235,0,0.0099,0.0099,1.00e+00,1.00e+00,117,0,0.01,0.01,1.00e+00,1.00e+00
33915,235,0,0.0099,0.0099,1.00e+00,1.00e+00,117,0,0.01,0.01,1.00e+00,1.00e+00
33916,235,0,0.0099,0.0099,1.00e+00,1.00e+00,117,0,0.01,0.01,1.00e+00,1.00e+00
33917,235,0,0.0099,0.0099,1.00e+00,1.00e+00,117,10,0.042,0.042,5.70e-05,1.00e+00
33918,230,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
33919,229,0,0.0099,0.0099,1.00e+00,1.00e+00,109,3,0.013,0.013,1.37e-02,1.00e+00
33920,225,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
33921,236,11,0.047,0.047,2.99e-05,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
33922,236,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
33923,236,2,0.0085,0.0085,3.81e-02,1.00e+00,109,0,0.01,0.01,1.00e+00,1.00e+00
33924,236,0,0.0099,0.0099,1.00e+00,1.00e+00,109,0,0.01,0.01,1.00e+00,1.00e+00
33925,238,2,0.0084,0.0084,3.81e-02,1.00e+00,109,0,0.01,0.01,1.00e+00,1.00e+00
33926,238,0,0.0099,0.0099,1.00e+00,1.00e+00,109,0,0.01,0.01,1.00e+00,1.00e+00
33927,239,1,0.0042,0.0042,1.24e-01,1.00e+00,109,0,0.01,0.01,1.00e+00,1.00e+00
33928,238,0,0.0099,0.0099,1.00e+00,1.00e+00,109,0,0.01,0.01,1.00e+00,1.00e+00
33929,238,0,0.0099,0.0099,1.00e+00,1.00e+00,114,7,0.03,0.03,5.29e-04,1.00e+00
33930,228,2,0.0088,0.0088,3.81e-02,1.00e+00,110,3,0.013,0.013,1.37e-02,1.00e+00
33931,227,0,0.0099,0.0099,1.00e+00,1.00e+00,107,2,0.0089,0.0089,3.60e-02,1.00e+00
33932,226,0,0.0099,0.0099,1.00e+00,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
33933,226,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
33934,226,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
33935,227,1,0.0044,0.0044,1.24e-01,1.00e+00,106,1,0.0045,0.0045,1.18e-01,1.00e+00
33936,226,0,0.0099,0.0099,1.00e+00,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
33937,226,0,0.0099,0.0099,1.00e+00,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
33938,226,0,0.0099,0.0099,1.00e+00,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
33939,225,0,0.0099,0.0099,1.00e+00,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
33940,226,2,0.0088,0.0088,3.81e-02,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
33941,226,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
33942,227,2,0.0088,0.0088,3.81e-02,1.00e+00,120,0,0.01,0.01,1.00e+00,1.00e+00
33943,227,0,0.0099,0.0099,1.00e+00,1.00e+00,120,5,0.022,0.022,2.52e-03,1.00e+00
33944,222,0,0.0099,0.0099,1.00e+00,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33945,223,1,0.0045,0.0045,1.24e-01,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33946,223,0,0.0099,0.0099,1.00e+00,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33947,223,0,0.0099,0.0099,1.00e+00,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33948,224,1,0.0045,0.0045,1.24e-01,1.00e+00,119,2,0.009,0.009,3.60e-02,1.00e+00
33949,223,0,0.0099,0.0099,1.00e+00,1.00e+00,117,0,0.01,0.01,1.00e+00,1.00e+00
33950,223,0,0.0099,0.0099,1.00e+00,1.00e+00,118,1,0.0045,0.0045,1.18e-01,1.00e+00
33951,223,0,0.0099,0.0099,1.00e+00,1.00e+00,119,0,0.01,0.01,1.00e+00,1.00e+00
33952,223,0,0.0099,0.0099,1.00e+00,1.00e+00,119,0,0.01,0.01,1.00e+00,1.00e+00
33953,223,0,0.0099,0.0099,1.00e+00,1.00e+00,120,1,0.0045,0.0045,1.18e-01,1.00e+00
33954,222,0,0.0099,0.0099,1.00e+00,1.00e+00,120,0,0.01,0.01,1.00e+00,1.00e+00
33955,222,0,0.0099,0.0099,1.00e+00,1.00e+00,120,1,0.0046,0.0046,1.18e-01,1.00e+00
33956,223,1,0.0045,0.0045,1.24e-01,1.00e+00,119,0,0.01,0.01,1.00e+00,1.00e+00
33957,223,0,0.0099,0.0099,1.00e+00,1.00e+00,121,0,0.01,0.01,1.00e+00,1.00e+00
33958,224,2,0.0089,0.0089,3.81e-02,1.00e+00,121,2,0.0091,0.0091,3.60e-02,1.00e+00
33959,226,2,0.0088,0.0088,3.81e-02,1.00e+00,119,0,0.01,0.01,1.00e+00,1.00e+00
33960,226,0,0.0099,0.0099,1.00e+00,1.00e+00,120,0,0.01,0.01,1.00e+00,1.00e+00
33961,226,0,0.0099,0.0099,1.00e+00,1.00e+00,120,0,0.01,0.01,1.00e+00,1.00e+00
33962,227,1,0.0044,0.0044,1.24e-01,1.00e+00,121,0,0.01,0.01,1.00e+00,1.00e+00
33963,224,0,0.0099,0.0099,1.00e+00,1.00e+00,121,0,0.01,0.01,1.00e+00,1.00e+00
33964,224,0,0.0099,0.0099,1.00e+00,1.00e+00,121,1,0.0046,0.0046,1.18e-01,1.00e+00
33965,224,1,0.0045,0.0045,1.24e-01,1.00e+00,120,0,0.01,0.01,1.00e+00,1.00e+00
33966,226,2,0.0088,0.0088,3.81e-02,1.00e+00,121,2,0.0091,0.0091,3.60e-02,1.00e+00
33967,225,0,0.0099,0.0099,1.00e+00,1.00e+00,119,0,0.01,0.01,1.00e+00,1.00e+00
33968,225,1,0.0044,0.0044,1.24e-01,1.00e+00,119,1,0.0046,0.0046,1.18e-01,1.00e+00
33969,222,0,0.0099,0.0099,1.00e+00,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33970,222,0,0.0099,0.0099,1.00e+00,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33971,224,2,0.0089,0.0089,3.81e-02,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33972,226,2,0.0088,0.0088,3.81e-02,1.00e+00,118,3,0.013,0.013,1.37e-02,1.00e+00
33973,225,0,0.0099,0.0099,1.00e+00,1.00e+00,115,0,0.01,0.01,1.00e+00,1.00e+00
33974,225,0,0.0099,0.0099,1.00e+00,1.00e+00,115,1,0.0045,0.0045,1.18e-01,1.00e+00
33975,222,0,0.0099,0.0099,1.00e+00,1.00e+00,114,0,0.01,0.01,1.00e+00,1.00e+00
33976,223,1,0.0045,0.0045,1.24e-01,1.00e+00,114,0,0.01,0.01,1.00e+00,1.00e+00
33977,223,0,0.0099,0.0099,1.00e+00,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33978,221,0,0.0099,0.0099,1.00e+00,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33979,224,3,0.013,0.013,1.46e-02,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33980,227,5,0.022,0.022,2.70e-03,1.00e+00,119,0,0.01,0.01,1.00e+00,1.00e+00
33981,227,0,0.0099,0.0099,1.00e+00,1.00e+00,119,1,0.0044,0.0044,1.18e-01,1.00e+00
33982,227,0,0.0099,0.0099,1.00e+00,1.00e+00,119,1,0.0045,0.0045,1.18e-01,1.00e+00
33983,228,1,0.0044,0.0044,1.24e-01,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33984,230,2,0.0087,0.0087,3.81e-02,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33985,230,0,0.0099,0.0099,1.00e+00,1.00e+00,118,0,0.01,0.01,1.00e+00,1.00e+00
33986,230,0,0.0099,0.0099,1.00e+00,1.00e+00,118,1,0.0044,0.0044,1.18e-01,1.00e+00
33987,227,0,0.0099,0.0099,1.00e+00,1.00e+00,117,6,0.027,0.027,1.14e-03,1.00e+00
33988,218,0,0.0099,0.0099,1.00e+00,1.00e+00,111,5,0.023,0.023,2.52e-03,1.00e+00
33989,211,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
33990,217,6,0.028,0.028,1.23e-03,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
33991,217,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
33992,217,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
33993,217,0,0.0099,0.0099,1.00e+00,1.00e+00,106,9,0.041,0.041,1.19e-04,1.00e+00
33994,207,0,0.0099,0.0099,1.00e+00,1.00e+00,97,0,0.01,0.01,1.00e+00,1.00e+00
33995,211,4,0.019,0.019,6.12e-03,1.00e+00,98,0,0.01,0.01,1.00e+00,1.00e+00
33996,210,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
33997,210,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
33998,210,0,0.0099,0.0099,1.00e+00,1.00e+00,109,2,0.009,0.009,3.60e-02,1.00e+00
33999,205,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
34000,206,1,0.0049,0.0049,1.24e-01,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
34001,206,0,0.0099,0.0099,1.00e+00,1.00e+00,120,0,0.01,0.01,1.00e+00,1.00e+00
34002,206,0,0.0099,0.0099,1.00e+00,1.00e+00,120,0,0.01,0.01,1.00e+00,1.00e+00
34003,205,0,0.0099,0.0099,1.00e+00,1.00e+00,120,11,0.05,0.05,2.76e-05,1.00e+00
34004,197,0,0.0099,0.0099,1.00e+00,1.00e+00,109,0,0.01,0.01,1.00e+00,1.00e+00
34005,197,0,0.0099,0.0099,1.00e+00,1.00e+00,109,0,0.01,0.01,1.00e+00,1.00e+00
34006,196,0,0.0099,0.0099,1.00e+00,1.00e+00,112,0,0.01,0.01,1.00e+00,1.00e+00
34007,197,1,0.0051,0.0051,1.24e-01,1.00e+00,112,0,0.01,0.01,1.00e+00,1.00e+00
34008,197,0,0.0099,0.0099,1.00e+00,1.00e+00,112,2,0.0095,0.0095,3.60e-02,1.00e+00
34009,200,3,0.015,0.015,1.46e-02,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34010,202,2,0.0099,0.0099,3.81e-02,1.00e+00,112,3,0.014,0.014,1.37e-02,1.00e+00
34011,201,0,0.0099,0.0099,1.00e+00,1.00e+00,109,1,0.0048,0.0048,1.18e-01,1.00e+00
34012,202,1,0.005,0.005,1.24e-01,1.00e+00,109,0,0.01,0.01,1.00e+00,1.00e+00
34013,202,0,0.0099,0.0099,1.00e+00,1.00e+00,109,0,0.01,0.01,1.00e+00,1.00e+00
34014,202,0,0.0099,0.0099,1.00e+00,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34015,202,0,0.0099,0.0099,1.00e+00,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34016,202,0,0.0099,0.0099,1.00e+00,1.00e+00,110,1,0.0047,0.0047,1.18e-01,1.00e+00
34017,202,0,0.0099,0.0099,1.00e+00,1.00e+00,109,2,0.0095,0.0095,3.60e-02,1.00e+00
34018,208,9,0.043,0.043,1.28e-04,1.00e+00,110,2,0.0091,0.0091,3.60e-02,1.00e+00
34019,211,4,0.019,0.019,6.12e-03,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34020,211,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34021,211,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34022,211,0,0.0099,0.0099,1.00e+00,1.00e+00,109,0,0.01,0.01,1.00e+00,1.00e+00
34023,211,0,0.0099,0.0099,1.00e+00,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34024,212,1,0.0047,0.0047,1.24e-01,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34025,212,0,0.0099,0.0099,1.00e+00,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34026,213,1,0.0047,0.0047,1.24e-01,1.00e+00,110,2,0.0091,0.0091,3.60e-02,1.00e+00
34027,211,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34028,211,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34029,211,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34030,210,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34031,212,2,0.0094,0.0094,3.81e-02,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34032,212,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34033,215,3,0.014,0.014,1.46e-02,1.00e+00,109,0,0.01,0.01,1.00e+00,1.00e+00
34034,215,0,0.0099,0.0099,1.00e+00,1.00e+00,109,1,0.0045,0.0045,1.18e-01,1.00e+00
34035,213,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34036,213,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34037,213,0,0.0099,0.0099,1.00e+00,1.00e+00,111,0,0.01,0.01,1.00e+00,1.00e+00
34038,213,1,0.0047,0.0047,1.24e-01,1.00e+00,111,0,0.01,0.01,1.00e+00,1.00e+00
34039,212,0,0.0099,0.0099,1.00e+00,1.00e+00,111,1,0.0045,0.0045,1.18e-01,1.00e+00
34040,210,0,0.0099,0.0099,1.00e+00,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34041,210,0,0.0099,0.0099,1.00e+00,1.00e+00,110,3,0.014,0.014,1.37e-02,1.00e+00
34042,209,0,0.0099,0.0099,1.00e+00,1.00e+00,109,2,0.0091,0.0091,3.60e-02,1.00e+00
34043,215,8,0.037,0.037,2.68e-04,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
34044,215,0,0.0099,0.0099,1.00e+00,1.00e+00,108,2,0.0089,0.0089,3.60e-02,1.00e+00
34045,214,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
34046,214,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
34047,214,0,0.0099,0.0099,1.00e+00,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34048,217,3,0.014,0.014,1.46e-02,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34049,218,1,0.0046,0.0046,1.24e-01,1.00e+00,110,2,0.009,0.009,3.60e-02,1.00e+00
34050,217,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34051,217,0,0.0099,0.0099,1.00e+00,1.00e+00,108,12,0.054,0.054,1.35e-05,5.36e-01
34052,210,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
34053,210,0,0.0099,0.0099,1.00e+00,1.00e+00,106,1,0.0048,0.0048,1.18e-01,1.00e+00
34054,209,0,0.0099,0.0099,1.00e+00,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
34055,209,0,0.0099,0.0099,1.00e+00,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
34056,209,0,0.0099,0.0099,1.00e+00,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
34057,207,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
34058,207,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
34059,208,1,0.0048,0.0048,1.24e-01,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
34060,208,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
34061,208,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34062,208,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34063,208,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34064,208,0,0.0099,0.0099,1.00e+00,1.00e+00,109,0,0.01,0.01,1.00e+00,1.00e+00
34065,209,1,0.0048,0.0048,1.24e-01,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34066,209,0,0.0099,0.0099,1.00e+00,1.00e+00,111,2,0.0094,0.0094,3.60e-02,1.00e+00
34067,211,2,0.0095,0.0095,3.81e-02,1.00e+00,109,1,0.0047,0.0047,1.18e-01,1.00e+00
34068,211,0,0.0099,0.0099,1.00e+00,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34069,213,2,0.0094,0.0094,3.81e-02,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34070,212,0,0.0099,0.0099,1.00e+00,1.00e+00,111,0,0.01,0.01,1.00e+00,1.00e+00
34071,212,0,0.0099,0.0099,1.00e+00,1.00e+00,111,2,0.0093,0.0093,3.60e-02,1.00e+00
34072,212,0,0.0099,0.0099,1.00e+00,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34073,211,1,0.0047,0.0047,1.24e-01,1.00e+00,110,1,0.0047,0.0047,1.18e-01,1.00e+00
34074,207,0,0.0099,0.0099,1.00e+00,1.00e+00,109,0,0.01,0.01,1.00e+00,1.00e+00
34075,217,10,0.046,0.046,6.16e-05,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34076,218,2,0.0092,0.0092,3.81e-02,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34077,218,0,0.0099,0.0099,1.00e+00,1.00e+00,110,5,0.023,0.023,2.52e-03,1.00e+00
34078,214,0,0.0099,0.0099,1.00e+00,1.00e+00,106,2,0.0093,0.0093,3.60e-02,1.00e+00
34079,216,2,0.0093,0.0093,3.81e-02,1.00e+00,104,0,0.01,0.01,1.00e+00,1.00e+00
34080,216,0,0.0099,0.0099,1.00e+00,1.00e+00,104,0,0.01,0.01,1.00e+00,1.00e+00
34081,218,2,0.0092,0.0092,3.81e-02,1.00e+00,104,0,0.01,0.01,1.00e+00,1.00e+00
34082,221,4,0.018,0.018,6.12e-03,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
34083,224,3,0.013,0.013,1.46e-02,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
34084,223,1,0.0045,0.0045,1.24e-01,1.00e+00,109,1,0.0045,0.0045,1.18e-01,1.00e+00
34085,221,0,0.0099,0.0099,1.00e+00,1.00e+00,108,1,0.0045,0.0045,1.18e-01,1.00e+00
34086,221,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
34087,228,7,0.031,0.031,5.69e-04,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34088,229,1,0.0044,0.0044,1.24e-01,1.00e+00,108,1,0.0044,0.0044,1.18e-01,1.00e+00
34089,229,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34090,230,1,0.0043,0.0043,1.24e-01,1.00e+00,108,14,0.062,0.062,3.26e-06,1.30e-01
34091,222,1,0.0045,0.0045,1.24e-01,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
34092,223,1,0.0045,0.0045,1.24e-01,1.00e+00,95,4,0.019,0.019,5.73e-03,1.00e+00
34093,217,0,0.0099,0.0099,1.00e+00,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
34094,217,0,0.0099,0.0099,1.00e+00,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
34095,216,0,0.0099,0.0099,1.00e+00,1.00e+00,92,2,0.0096,0.0096,3.60e-02,1.00e+00
34096,213,0,0.0099,0.0099,1.00e+00,1.00e+00,90,0,0.01,0.01,1.00e+00,1.00e+00
34097,213,0,0.0099,0.0099,1.00e+00,1.00e+00,90,0,0.01,0.01,1.00e+00,1.00e+00
34098,213,0,0.0099,0.0099,1.00e+00,1.00e+00,90,2,0.0097,0.0097,3.60e-02,1.00e+00
34099,214,1,0.0047,0.0047,1.24e-01,1.00e+00,88,0,0.01,0.01,1.00e+00,1.00e+00
34100,215,1,0.0047,0.0047,1.24e-01,1.00e+00,93,1,0.0048,0.0048,1.18e-01,1.00e+00
34101,215,0,0.0099,0.0099,1.00e+00,1.00e+00,92,0,0.01,0.01,1.00e+00,1.00e+00
34102,218,3,0.014,0.014,1.46e-02,1.00e+00,92,1,0.0047,0.0047,1.18e-01,1.00e+00
34103,220,2,0.0091,0.0091,3.81e-02,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
34104,220,0,0.0099,0.0099,1.00e+00,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
34105,220,0,0.0099,0.0099,1.00e+00,1.00e+00,105,2,0.0095,0.0095,3.60e-02,1.00e+00
34106,219,0,0.0099,0.0099,1.00e+00,1.00e+00,103,0,0.01,0.01,1.00e+00,1.00e+00
34107,219,0,0.0099,0.0099,1.00e+00,1.00e+00,103,1,0.0047,0.0047,1.18e-01,1.00e+00
34108,219,0,0.0099,0.0099,1.00e+00,1.00e+00,102,0,0.01,0.01,1.00e+00,1.00e+00
34109,219,0,0.0099,0.0099,1.00e+00,1.00e+00,104,0,0.01,0.01,1.00e+00,1.00e+00
34110,219,0,0.0099,0.0099,1.00e+00,1.00e+00,104,1,0.0047,0.0047,1.18e-01,1.00e+00
34111,218,0,0.0099,0.0099,1.00e+00,1.00e+00,103,0,0.01,0.01,1.00e+00,1.00e+00
34112,218,0,0.0099,0.0099,1.00e+00,1.00e+00,103,0,0.01,0.01,1.00e+00,1.00e+00
34113,217,0,0.0099,0.0099,1.00e+00,1.00e+00,103,0,0.01,0.01,1.00e+00,1.00e+00
34114,221,4,0.018,0.018,6.12e-03,1.00e+00,103,0,0.01,0.01,1.00e+00,1.00e+00
34115,218,0,0.0099,0.0099,1.00e+00,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
34116,218,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
34117,218,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
34118,221,3,0.014,0.014,1.46e-02,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
34119,224,3,0.013,0.013,1.46e-02,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
34120,225,1,0.0044,0.0044,1.24e-01,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
34121,225,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
34122,225,0,0.0099,0.0099,1.00e+00,1.00e+00,108,4,0.018,0.018,5.73e-03,1.00e+00
34123,221,0,0.0099,0.0099,1.00e+00,1.00e+00,104,0,0.01,0.01,1.00e+00,1.00e+00
34124,224,3,0.013,0.013,1.46e-02,1.00e+00,104,0,0.01,0.01,1.00e+00,1.00e+00
34125,223,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34126,223,0,0.0099,0.0099,1.00e+00,1.00e+00,108,1,0.0045,0.0045,1.18e-01,1.00e+00
34127,224,1,0.0045,0.0045,1.24e-01,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
34128,221,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
34129,222,2,0.009,0.009,3.81e-02,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
34130,222,0,0.0099,0.0099,1.00e+00,1.00e+00,111,1,0.0045,0.0045,1.18e-01,1.00e+00
34131,222,0,0.0099,0.0099,1.00e+00,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34132,222,0,0.0099,0.0099,1.00e+00,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34133,225,3,0.013,0.013,1.46e-02,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34134,225,0,0.0099,0.0099,1.00e+00,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34135,225,0,0.0099,0.0099,1.00e+00,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
34136,224,0,0.0099,0.0099,1.00e+00,1.00e+00,110,1,0.0045,0.0045,1.18e-01,1.00e+00
34137,224,0,0.0099,0.0099,1.00e+00,1.00e+00,109,0,0.01,0.01,1.00e+00,1.00e+00
34138,229,5,0.022,0.022,2.70e-03,1.00e+00,111,0,0.01,0.01,1.00e+00,1.00e+00
34139,229,0,0.0099,0.0099,1.00e+00,1.00e+00,112,0,0.01,0.01,1.00e+00,1.00e+00
34140,236,7,0.03,0.03,5.69e-04,1.00e+00,116,0,0.01,0.01,1.00e+00,1.00e+00
34141,236,0,0.0099,0.0099,1.00e+00,1.00e+00,116,6,0.026,0.026,1.14e-03,1.00e+00
34142,231,0,0.0099,0.0099,1.00e+00,1.00e+00,110,0,0.01,0.01,1.00e+00,1.00e+00
